x_log y_smooth
1211.106274 65.007073
1216.994379 65.019558
1222.911110 65.032250
1228.856608 65.045146
1234.831010 65.058242
1240.834459 65.071536
1246.867096 65.085022
1252.929061 65.098699
1259.020499 65.112563
1265.141551 65.126610
1271.292363 65.140837
1277.473078 65.155241
1283.683842 65.169818
1289.924802 65.184566
1296.196103 65.199480
1302.497895 65.214557
1308.830324 65.229794
1315.193539 65.245188
1321.587691 65.260734
1328.012930 65.276431
1334.469407 65.292274
1340.957274 65.308260
1347.476683 65.324386
1354.027788 65.340648
1360.610743 65.357043
1367.225703 65.373567
1373.872822 65.390218
1380.552259 65.406992
1387.264169 65.423885
1394.008711 65.440895
1400.786044 65.458017
1407.596326 65.475248
1414.439718 65.492586
1421.316381 65.510026
1428.226477 65.527566
1435.170168 65.545201
1442.147617 65.562929
1449.158989 65.580746
1456.204449 65.598649
1463.284162 65.616635
1470.398295 65.634699
1477.547015 65.652840
1484.730490 65.671052
1491.948890 65.689334
1499.202383 65.707681
1506.491142 65.726091
1513.815337 65.744559
1521.175140 65.763083
1528.570724 65.781659
1536.002265 65.800284
1543.469935 65.818955
1550.973912 65.837667
1558.514371 65.856418
1566.091490 65.875205
1573.705447 65.894023
1581.356422 65.912870
1589.044593 65.931743
1596.770143 65.950637
1604.533252 65.969549
1612.334104 65.988477
1620.172881 66.007417
1628.049769 66.026365
1635.964952 66.045318
1643.918617 66.064272
1651.910951 66.083225
1659.942141 66.102173
1668.012378 66.121113
1676.121849 66.140040
1684.270748 66.158953
1692.459264 66.177847
1700.687590 66.196719
1708.955921 66.215565
1717.264450 66.234384
1725.613374 66.253170
1734.002888 66.271920
1742.433189 66.290633
1750.904477 66.309302
1759.416950 66.327927
1767.970809 66.346503
1776.566254 66.365026
1785.203489 66.383494
1793.882715 66.401903
1802.604138 66.420249
1811.367962 66.438530
1820.174394 66.456742
1829.023641 66.474882
1837.915910 66.492946
1846.851412 66.510930
1855.830356 66.528833
1864.852953 66.546649
1873.919416 66.564376
1883.029958 66.582010
1892.184793 66.599549
1901.384136 66.616988
1910.628205 66.634325
1919.917216 66.651555
1929.251388 66.668676
1938.630941 66.685684
1948.056094 66.702576
1957.527071 66.719349
1967.044093 66.735998
1976.607384 66.752522
1986.217170 66.768915
1995.873677 66.785176
2005.577131 66.801300
2015.327760 66.817285
2025.125795 66.833127
2034.971466 66.848822
2044.865004 66.864367
2054.806642 66.879759
2064.796613 66.894994
2074.835154 66.910070
2084.922499 66.924982
2095.058887 66.939728
2105.244556 66.954303
2115.479744 66.968705
2125.764694 66.982931
2136.099646 66.996976
2146.484845 67.010838
2156.920534 67.024513
2167.406959 67.037997
2177.944366 67.051289
2188.533003 67.064383
2199.173120 67.077276
2209.864967 67.089967
2220.608794 67.102450
2231.404856 67.114722
2242.253405 67.126781
2253.154698 67.138623
2264.108990 67.150244
2275.116539 67.161641
2286.177604 67.172811
2297.292445 67.183751
2308.461324 67.194456
2319.684503 67.204924
2330.962247 67.215151
2342.294820 67.225134
2353.682490 67.234870
2365.125523 67.244355
2376.624190 67.253586
2388.178761 67.262559
2399.789507 67.271271
2411.456702 67.279719
2423.180619 67.287899
2434.961536 67.295809
2446.799729 67.303443
2458.695476 67.310801
2470.649057 67.317877
2482.660754 67.324668
2494.730849 67.331172
2506.859625 67.337384
2519.047369 67.343302
2531.294366 67.348922
2543.600906 67.354240
2555.967277 67.359254
2568.393770 67.363960
2580.880678 67.368354
2593.428294 67.372434
2606.036914 67.376195
2618.706833 67.379635
2631.438351 67.382750
2644.231766 67.385537
2657.087380 67.387992
2670.005495 67.390112
2682.986414 67.391894
2696.030444 67.393334
2709.137890 67.394429
2722.309062 67.395176
2735.544268 67.395570
2748.843821 67.395610
2762.208033 67.395291
2775.637219 67.394610
2789.131694 67.393563
2802.691777 67.392149
2816.317784 67.390362
2830.010039 67.388199
2843.768861 67.385658
2857.594576 67.382735
2871.487508 67.379426
2885.447984 67.375729
2899.476333 67.371639
2913.572884 67.367154
2927.737969 67.362269
2941.971921 67.356983
2956.275075 67.351290
2970.647768 67.345189
2985.090337 67.338675
2999.603123 67.331746
3014.186466 67.324397
3028.840710 67.316626
3043.566199 67.308429
3058.363280 67.299802
3073.232301 67.290743
3088.173611 67.281248
3103.187562 67.271314
3118.274508 67.260937
3133.434803 67.250114
3148.668803 67.238841
3163.976867 67.227116
3179.359356 67.214934
3194.816630 67.202293
3210.349054 67.189189
3225.956993 67.175618
3241.640813 67.161578
3257.400885 67.147065
3273.237579 67.132076
3289.151266 67.116607
3305.142322 67.100654
3321.211123 67.084216
3337.358046 67.067287
3353.583472 67.049865
3369.887781 67.031947
3386.271359 67.013528
3402.734589 66.994607
3419.277860 66.975178
3435.901560 66.955240
3452.606080 66.934788
3469.391814 66.913819
3486.259156 66.892331
3503.208503 66.870318
3520.240253 66.847779
3537.354808 66.824710
3554.552569 66.801107
3571.833942 66.776967
3589.199333 66.752286
3606.649150 66.727062
3624.183803 66.701291
3641.803706 66.674969
3659.509273 66.648094
3677.300920 66.620661
3695.179065 66.592668
3713.144130 66.564111
3731.196537 66.534987
3749.336710 66.505291
3767.565076 66.475022
3785.882064 66.444176
3804.288104 66.412749
3822.783631 66.380738
3841.369078 66.348139
3860.044883 66.314949
3878.811486 66.281165
3897.669327 66.246784
3916.618850 66.211802
3935.660501 66.176215
3954.794728 66.140021
3974.021981 66.103215
3993.342713 66.065795
4012.757377 66.027758
4032.266430 65.989099
4051.870332 65.949816
4071.569543 65.909905
4091.364527 65.869362
4111.255750 65.828185
4131.243679 65.786370
4151.328784 65.743914
4171.511538 65.700813
4191.792416 65.657064
4212.171894 65.612663
4232.650453 65.567608
4253.228573 65.521894
4273.906739 65.475519
4294.685437 65.428479
4315.565157 65.380771
4336.546388 65.332391
4357.629625 65.283336
4378.815364 65.233603
4400.104103 65.183188
4421.496342 65.132088
4442.992586 65.080299
4464.593338 65.027819
4486.299109 64.974643
4508.110407 64.920769
4530.027747 64.866192
4552.051644 64.810911
4574.182615 64.754921
4596.421182 64.698218
4618.767868 64.640801
4641.223197 64.582664
4663.787699 64.523806
4686.461904 64.464221
4709.246346 64.403909
4732.141560 64.342863
4755.148085 64.281082
4778.266462 64.218563
4801.497235 64.155301
4824.840950 64.091293
4848.298157 64.026536
4871.869408 63.961026
4895.555255 63.894761
4919.356258 63.827737
4943.272976 63.759950
4967.305970 63.691397
4991.455808 63.622075
5015.723056 63.551980
5040.108285 63.481110
5064.612070 63.409459
5089.234986 63.337027
5113.977612 63.263808
5138.840532 63.189799
5163.824328 63.114998
5188.929590 63.039400
5214.156908 62.963003
5239.506875 62.885803
5264.980087 62.807797
5290.577144 62.728981
5316.298647 62.649352
5342.145202 62.568907
5368.117417 62.487641
5394.215902 62.405553
5420.441272 62.322638
5446.794144 62.238893
5473.275136 62.154316
5499.884873 62.068901
5526.623980 61.982646
5553.493086 61.895549
5580.492823 61.807604
5607.623826 61.718809
5634.886733 61.629161
5662.282186 61.538656
5689.810830 61.447291
5717.473310 61.355063
5745.270280 61.261967
5773.202391 61.168001
5801.270301 61.073162
5829.474671 60.977445
5857.816163 60.880849
5886.295445 60.783368
5914.913187 60.685000
5943.670061 60.585742
5972.566743 60.485590
6001.603915 60.384541
6030.782258 60.282591
6060.102459 60.179738
6089.565208 60.075977
6119.171198 59.971305
6148.921125 59.865719
6178.815688 59.759216
6208.855592 59.651792
6239.041543 59.543444
6269.374250 59.434169
6299.854428 59.323963
6330.482793 59.212822
6361.260065 59.100744
6392.186969 58.987725
6423.264233 58.873761
6454.492586 58.758850
6485.872764 58.642988
6517.405505 58.526171
6549.091551 58.408396
6580.931646 58.289661
6612.926540 58.169960
6645.076986 58.049292
6677.383739 57.927653
6709.847560 57.805039
6742.469212 57.681447
6775.249463 57.556873
6808.189083 57.431315
6841.288847 57.304769
6874.549535 57.177231
6907.971928 57.048699
6941.556813 56.919168
6975.304979 56.788636
7009.217221 56.657098
7043.294336 56.524553
7077.537125 56.390996
7111.946395 56.256423
7146.522954 56.120833
7181.267616 55.984220
7216.181198 55.846583
7251.264522 55.707917
7286.518412 55.568219
7321.943698 55.427486
7357.541213 55.285714
7393.311794 55.142900
7429.256284 54.999041
7465.375527 54.854133
7501.670373 54.708174
7538.141675 54.561158
7574.790292 54.413084
7611.617086 54.263948
7648.622923 54.113746
7685.808674 53.962476
7723.175212 53.810133
7760.723417 53.656714
7798.454173 53.502217
7836.368367 53.346637
7874.466890 53.189971
7912.750639 53.032216
7951.220514 52.873369
7989.877420 52.713426
8028.722267 52.552384
8067.755968 52.390239
8106.979442 52.226988
8146.393610 52.062628
8185.999401 51.897156
8225.797745 51.730567
8265.789580 51.562859
8305.975845 51.394028
8346.357486 51.224071
8386.935452 51.052984
8427.710699 50.880765
8468.684185 50.707410
8509.856874 50.532914
8551.229735 50.357276
8592.803741 50.180492
8634.579870 50.002558
8676.559104 49.823470
8718.742430 49.643227
8761.130842 49.461823
8803.725336 49.279256
8846.526915 49.095523
8889.536584 48.910620
8932.755355 48.724544
8976.184246 48.537291
9019.824278 48.348858
9063.676477 48.159242
9107.741874 47.968439
9152.021507 47.776446
9196.516417 47.583259
9241.227650 47.388876
9286.156258 47.193292
9331.303299 46.996505
9376.669833 46.798511
9422.256928 46.599306
9468.065657 46.398888
9514.097097 46.197253
9560.352330 45.994398
9606.832446 45.790318
9653.538536 45.585012
9700.471700 45.378475
9747.633041 45.170705
9795.023670 44.961697
9842.644700 44.751448
9890.497253 44.539956
9938.582452 44.327216
9986.901431 44.113225
10035.455324 43.897981
10084.245275 43.681479
10133.272431 43.463716
10182.537944 43.244689
10232.042975 43.024394
10281.788687 42.802829
10331.776251 42.579989
10382.006842 42.355872
10432.481643 42.130474
10483.201839 41.903791
10534.168625 41.675821
10585.383199 41.446560
10636.846766 41.216004
10688.560536 40.984150
10740.525726 40.750995
10792.743558 40.516536
10845.215260 40.280768
10897.942067 40.043690
10950.925220 39.805296
11004.165963 39.565585
11057.665550 39.324552
11111.425239 39.082195
11165.446295 38.838509
11219.729988 38.593492
11274.277595 38.347140
11329.090399 38.099450
11384.169690 37.850418
11439.516763 37.600041
11495.132920 37.348316
11551.019469 37.095240
11607.177725 36.840808
11663.609009 36.585017
11720.314649 36.327865
11777.295977 36.069348
11834.554335 35.809463
11892.091069 35.548205
11949.907532 35.285572
12008.005086 35.021561
12066.385095 34.756167
12125.048934 34.489388
12183.997982 34.221221
12243.233626 33.951661
12302.757260 33.680706
12362.570283 33.408352
12422.674103 33.134596
12483.070132 32.859435
12543.759793 32.582864
12604.744512 32.304881
12666.025724 32.025483
12727.604870 31.744665
12789.483399 31.462425
12851.662767 31.178760
12914.144435 30.893665
12976.929874 30.607138
13040.020561 30.319175
13103.417980 30.029772
13167.123621 29.738927
13231.138984 29.446636
13295.465574 29.152896
13360.104904 28.857703
13425.058495 28.561054
13490.327875 28.262946
13555.914578 27.963375
13621.820148 27.662338
13688.046135 27.359831
13754.594097 27.055851
13821.465599 26.750395
13888.662214 26.443460
13956.185522 26.135041
14024.037112 25.825136
14092.218581 25.513742
14160.731531 25.200854
14229.577575 24.886470
14298.758331 24.570586
14368.275427 24.253199
14438.130499 23.934305
14508.325189 23.613901
14578.861149 23.291984
14649.740037 22.968551
14720.963521 22.643597
14792.533277 22.317120
14864.450987 21.989116
14936.718344 21.659583
15009.337047 21.328515
